,message,created_time,id,permalink_url,likes,tra,translation,translation pre
1,"O projeto, que envolve cientistas, empresários, fabricantes e startups, desenvolveu um protótipo de sistema de iluminação capaz de se adaptar à localização, à atividade e às preferências do usuário, ao mesmo tempo que preserva sua privacidade, possibilitando o uso mais racional da energia. Lea mais em: https://iaexpert.com.br/index.php/2020/03/27/projeto-de-ia-apresenta-sistema-de-iluminacao-residencial-inteligente/",2020-03-28T17:21:05+0000,228782997490446_1080432742325463,https://www.facebook.com/228782997490446/posts/1080432742325463/,23,,"The project, which involves scientists, entrepreneurs, manufacturers and startups, developed a prototype of a lighting system capable of adapting to the location, activity and preferences of the user, while preserving their privacy, enabling a more rational use of energy. . Read more at: https://iaexpert.com.br/index.php/2020/03/27/projeto-de-ia-apresenta-sistema-de-iluminacao-residencial-inteligente/",project involves scientists entrepreneurs manufacturers startups developed prototype lighting system capable adapting location activity preferences user preserving privacy enabling rational use energy read -de ia apresenta sistema de iluminacao residencial inteligente/
69,"Como eventos de baixa glicose sanguínea afetam a eletrofisiologia do coração, os autores do trabalho treinaram um algoritmo para detectar hipoglicemia a partir de sinais de ECG. O método atingiu desempenho similar ao do monitoramento tradicional (que envolve furar o dedo para coletar sangue), usando poucos batimentos cardíacos coletados por um dispositivo vestível",2020-01-24T20:13:12+0000,228782997490446_1031679357200802,https://www.facebook.com/228782997490446/posts/1031679357200802/,23,,"As low blood glucose events affect the electrophysiology of the heart, the authors of the work trained an algorithm to detect hypoglycemia from ECG signals. The method achieved performance similar to traditional monitoring (which involves pricking the finger to collect blood), using few heartbeats collected by a wearable device.",low blood glucose events affect electrophysiology heart authors work trained algorithm detect hypoglycemia ecg signals method achieved performance similar traditional monitoring involves pricking finger collect blood heartbeats collected wearable device
65,"""A Inteligência Artificial (IA) está mudando a natureza do trabalho e forçando uma reavaliação das práticas no ambiente de trabalho, estruturas corporativas e ecossistemas de inovação""",2020-01-28T13:03:47+0000,228782997490446_1034456706923067,https://www.facebook.com/228782997490446/posts/1034456706923067/,23,,"""Artificial Intelligence (AI) is changing the nature of work and forcing a reassessment of practices in the workplace, corporate structures and innovation ecosystems""",artificial intelligence ai changing nature work forcing reassessment practices workplace corporate structures innovation ecosystems
67,Mais uma startup de inteligência artificial foi comprada!,2020-01-26T20:30:38+0000,228782997490446_1031682830533788,https://www.facebook.com/228782997490446/posts/1031682830533788/,22,,Another artificial intelligence startup has been bought!,artificial intelligence startup bought
55,"LANÇAMENTO! Processamento de Linguagem Natural com spaCy! Esse é o primeiro curso postado somente para assinantes IA Expert! Mais detalhes sobre a assinatura:

https://iaexpert.com.br/index.php/assinatura/

Veja abaixo o conteúdo principal que você vai aprender:

- Marcação POS (part-of-speech)
- Lematização e stemização
- Reconhecimento de entidades nomeadas
- Parsing de dependências
- Similaridade entre palavras
- Construção de um classificador de sentimentos com frases em português",2020-02-05T13:18:51+0000,228782997490446_1040383296330408,https://www.facebook.com/228782997490446/posts/1040383296330408/,22,,"LAUNCH! Natural Language Processing with spaCy! This is the first course posted for IA Expert subscribers only! More subscription details:

https://iaexpert.com.br/index.php/assinatura/

See below the main content that you will learn:

- POS dialing (part-of-speech)
- Lemmatization and stemization
- Recognition of named entities
- Dependency parsing
- Similarity between words
- Construction of a sentiment classifier with sentences in Portuguese","launch natural language processing spacy course posted ia expert subscribers subscription details 



 main content learn 

 pos dialing speech 
 lemmatization stemization 
 recognition named entities 
 dependency parsing 
 similarity words 
 construction sentiment classifier sentences portuguese"
38,"Os autores do estudo usaram leituras de atividade cerebral obtidas por eletroencefalografia (EEG) para treinar um algoritmo na tarefa de classificar a eficiência do tratamento da depressão com um medicamento clássico. O algoritmo atingiu alta precisão, podendo ser usado para prever quais pacientes responderão ao tratamento",2020-02-19T17:04:55+0000,228782997490446_1051355791899825,https://www.facebook.com/228782997490446/posts/1051355791899825/,21,,The study authors used brain activity readings obtained by electroencephalography (EEG) to train an algorithm on the task of rating the effectiveness of treating depression with a classic drug. The algorithm has achieved high accuracy and can be used to predict which patients will respond to treatment.,study authors brain activity readings obtained electroencephalography eeg train algorithm task rating effectiveness treating depression classic drug algorithm achieved high accuracy predict patients respond treatment
86,"O modelo foi treinado para avaliar dados de natureza variada, incluindo imagens de ressonância magnética, exames genéticos e exames clínicos, e assim predizer o avanço dos sintomas num intervalo de até 5 anos, caracterizando o quadro clínico como estável ou em declínio com precisão de 90%",2020-01-09T13:52:26+0000,228782997490446_1018729645162440,https://www.facebook.com/228782997490446/posts/1018729645162440/,21,,"The model was trained to evaluate data of a varied nature, including MRI images, genetic tests and clinical examinations, and thus predict the progression of symptoms within a range of up to 5 years, characterizing the clinical picture as stable or declining with an accuracy of 90 %",model trained evaluate data varied nature including mri images genetic tests clinical examinations predict progression symptoms range years characterizing clinical picture stable declining accuracy
23,"Acontece no próximo sábado (07) o workshop “Inteligência Artificial: como sobreviver à esse Tsunami” com a presença de Marta Duran Fernandez, referência na área da Clarity Health, empresa voltada para soluções em inteligência artificial para o setor médico. O evento é fruto de uma parceria entre a Prefeitura de Jundiaí, a Companhia de Informática de Jundiaí (Cijun) e o JunDevelopers, grupo de programadores da cidade.",2020-03-05T14:50:59+0000,228782997490446_1062610994107638,https://www.facebook.com/228782997490446/posts/1062610994107638/,21,,"The workshop “Artificial Intelligence: how to survive this Tsunami” will take place next Saturday (07th) with the presence of Marta Duran Fernandez, a reference in the area of ​​Clarity Health, a company focused on artificial intelligence solutions for the medical sector. The event is the result of a partnership between the Municipality of Jundiaí, Companhia de Informática de Jundiaí (Cijun) and JunDevelopers, a group of programmers in the city.",workshop “ artificial intelligence survive tsunami ” place saturday 07th presence marta duran fernandez reference area ​​clarity health company focused artificial intelligence solutions medical sector event result partnership municipality jundiaí companhia de informática de jundiaí cijun jundevelopers group programmers city
59,Artigo sobre aplicação de IA na medicina!,2020-02-01T22:40:58+0000,228782997490446_1036626310039440,https://www.facebook.com/228782997490446/posts/1036626310039440/,20,,Article on the application of AI in medicine!,article application ai medicine
31,O Tribunal de Justiça do Paraná (TJPR) criou uma ferramenta tecnológica que usa a Inteligência Artificial (IA) para otimizar a pesquisa de informações no sistema BacenJud,2020-02-27T20:52:32+0000,228782997490446_1057576377944433,https://www.facebook.com/228782997490446/posts/1057576377944433/,20,,The Court of Justice of Paraná (TJPR) created a technological tool that uses Artificial Intelligence (AI) to optimize the search for information in the BacenJud system,court justice paraná tjpr created technological tool uses artificial intelligence ai optimize search information bacenjud system
14,"O chip foi construído de forma que os diodos sensíveis à luz formassem uma rede neural física; o material do chip possui propriedades elétricas que permitem que os diodos ajustem sua sensibilidade em tempo real (como se fossem os pesos de uma rede neural artificial), e assim sejam treinados para preprocessar estímulos visuais relevantes à tarefa em questão, permitindo o reconhecimento de imagens com latência na faixa dos nanossegundos. Leia mais em: https://iaexpert.com.br/index.php/2020/03/11/novo-chip-estruturado-como-uma-rede-neural-faz-reconhecimento-ultrarrapido-de-imagens/",2020-03-11T14:36:53+0000,228782997490446_1067082636993807,https://www.facebook.com/228782997490446/posts/1067082636993807/,19,,"The chip was built so that the light-sensitive diodes form a physical neural network; the chip material has electrical properties that allow the diodes to adjust their sensitivity in real time (as if they were the weights of an artificial neural network), and thus be trained to preprocess visual stimuli relevant to the task at hand, allowing image recognition with latency in the nanosecond range. Read more at: https://iaexpert.com.br/index.php/2020/03/11/novo-chip-estruturado-como-uma-rede-neural-faz-reconhecimento-ultrarrapido-de-imagens/",chip built light sensitive diodes form physical neural network chip material electrical properties allow diodes adjust sensitivity real time weights artificial neural network trained preprocess visual stimuli relevant task hand allowing image recognition latency nanosecond range read -chip estruturado como uma rede neural faz reconhecimento ultrarrapido de imagens/
78,"No desenrolar da pesquisa, pessoas serão pareadas com parceiros representados por inteligência artificial, e a qualidade dessa interação será investigada para melhor descrever o papel que a IA desempenha no processo de decisão humana. O conhecimento gerado pode ajudar a integrar a IA na sociedade de forma mais eficiente",2020-01-16T12:01:46+0000,228782997490446_1025346881167383,https://www.facebook.com/228782997490446/posts/1025346881167383/,19,,"As the research progresses, people will be paired with partners represented by artificial intelligence, and the quality of this interaction will be investigated to better describe the role that AI plays in human decision-making. The knowledge generated can help integrate AI into society more efficiently",research progresses people paired partners represented artificial intelligence quality interaction investigated better describe role ai plays human decision making knowledge generated help integrate ai society efficiently
18,"NOVO CURSO! Várias previsões sugerem que 80% das empresas usarão chatbots até 2020, e empresas que ainda não integraram esse tipo de tecnologia às suas operações comerciais podem ficar atrás da concorrência! Existe uma grande demanda para a construção de chatbots básicos que trabalhem para as empresas. Empresas procuram desenvolvedores dessa área, o que abre novas oportunidades no mercado de trabalho!

Veja aqui: https://iaexpert.com.br/index.php/courses/chatbots-com-python-e-dialogflow-o-guia-para-iniciantes/

O objetivo do curso Chatbots com Python e Dialogflow: O Guia para Iniciantes é apresentar a área de chatbots de maneira fácil e rápida para que você consiga desenvolver seus próprios chatbots! Veja abaixo os projetos que você desenvolverá passo a passo:

* Chatbot básico para pedido de pizzas com a ferramenta Dialogflow, sendo integrada em um site web e também no Messenger do Facebook
* Conversar com a Eliza, que foi o primeiro chatbot da história desenvolvido em 1966! Usaremos o Python e o pacote chat da biblioteca NLTK (Natural Languagem Toolkit)
* Chatbot baseado em regras para conversar sobre diversos assuntos, também usando o Python e o NLTK
* Chatbot para pesquisa de textos em documentos: criaremos um pequeno crawler para extrair textos de páginas web, e depois, nosso chatbot será capaz de responder perguntas feitas pelos usuários sobre os textos! Também usaremos o Python e a técnica de TF-IDF (Term Frequency - Inverse Document Frequency) para fazer a filtragem do documentos

O curso está disponível para assinantes do IA Expert, tendo acesso a mais de 60 horas de conteúdo! 

Você também pode comprar o curso por R$ 19,99 na Udemy: https://www.udemy.com/course/chatbots-python-dialogflow-iniciantes/?couponCode=IAEXPERTCHAT",2020-03-10T13:40:19+0000,228782997490446_1066297887072282,https://www.facebook.com/228782997490446/posts/1066297887072282/,18,,"NEW COURSE! Various predictions suggest that 80% of companies will be using chatbots by 2020, and companies that have not yet integrated this type of technology into their business operations could fall behind the competition! There is a huge demand for building basic chatbots that work for businesses. Companies are looking for developers in this area, which opens up new opportunities in the job market!

See here: https://iaexpert.com.br/index.php/courses/chatbots-com-python-e-dialogflow-o-guia-para-iniciantes/

The purpose of the Chatbots with Python and Dialogflow: The Beginners Guide course is to introduce the chatbots area in an easy and fast way so that you can develop your own chatbots! See below the projects that you will develop step by step:

* Basic chatbot for ordering pizzas with the Dialogflow tool, being integrated into a website and also in Facebook Messenger
* Chat with Eliza, who was the first chatbot in history developed in 1966! We will use Python and the chat package from the NLTK library (Natural Languagem Toolkit)
* Rules-based chatbot to chat on a variety of topics, also using Python and NLTK
* Chatbot for searching texts in documents: we will create a small crawler to extract texts from web pages, and then our chatbot will be able to answer questions asked by users about the texts! We will also use Python and the TF-IDF (Term Frequency - Inverse Document Frequency) technique to filter the documents

The course is available to IA Expert subscribers, having access to over 60 hours of content!

You can also buy the course for R$19.99 on Udemy: https://www.udemy.com/course/chatbots-python-dialogflow-iniciantes/?couponCode=IAEXPERTCHAT","new course predictions suggest companies chatbots companies integrated type technology business operations fall competition huge demand building basic chatbots work businesses companies looking developers area opens new opportunities job market 

 -com python e dialogflow o guia para iniciantes/ 

 purpose chatbots python dialogflow beginners guide course introduce chatbots area easy fast way develop chatbots projects develop step step 

 basic chatbot ordering pizzas dialogflow tool integrated website facebook messenger 
 chat eliza chatbot history developed use python chat package nltk library natural languagem toolkit 
 rules based chatbot chat variety topics python nltk 
 chatbot searching texts documents create small crawler extract texts web pages chatbot able answer questions asked users texts use python tf idf term frequency inverse document frequency technique filter documents 

 course available ia expert subscribers having access hours content 

 buy course r$19.99 udemy -python dialogflow iniciantes/?couponcode iaexpertchat"
19,"Uma rede neural convolucional foi treinada com dados referentes à taxa de semeadura, aplicação de fertilizante, topografia e condutividade do solo, e imagens de satélite, sendo capaz de predizer o rendimento das plantações com precisão superior à dos demais métodos testados. No futuro esse método pode ser usado para gerar recomendações de cultivo com base nas condições locais. Leia mais em: https://iaexpert.com.br/index.php/2020/03/09/ia-prediz-rendimento-de-plantacoes-com-base-em-dados-do-solo-e-fatores-de-cultivo/",2020-03-09T16:47:23+0000,228782997490446_1065669520468452,https://www.facebook.com/228782997490446/posts/1065669520468452/,18,,"A convolutional neural network was trained with data on seeding rate, fertilizer application, topography and soil conductivity, and satellite images, being able to predict crop yields with greater precision than the other methods tested. In the future, this method can be used to generate crop recommendations based on local conditions. Read more at: https://iaexpert.com.br/index.php/2020/03/09/ia-prediz-rendimento-de-plantacoes-com-base-em-dados-do-solo-e-fatores- de-cultivation /",convolutional neural network trained data seeding rate fertilizer application topography soil conductivity satellite images able predict crop yields greater precision methods tested future method generate crop recommendations based local conditions read -prediz rendimento de plantacoes com base em dados solo e fatores- de cultivation
22,"O modelo analisa múltiplas imagens de tomografia computadorizada do pulmão de pacientes potencialmente infectados pelo vírus, entregando um diagnóstico em 15 segundos, quando a análise tradicional leva 15 minutos. A ferramenta está sendo usada no diagnóstico e no acompanhamento do tratamento dos pacientes. Leia mais em: https://iaexpert.com.br/index.php/2020/03/06/ia-identifica-infeccao-pelo-novo-coronavirus-em-15-segundos/",2020-03-06T13:24:32+0000,228782997490446_1063293817372689,https://www.facebook.com/228782997490446/posts/1063293817372689/,18,,"The model analyzes multiple computed tomography images of the lung of patients potentially infected with the virus, delivering a diagnosis in 15 seconds, when traditional analysis takes 15 minutes. The tool is being used in the diagnosis and monitoring of the treatment of patients. Read more at: https://iaexpert.com.br/index.php/2020/03/06/ia-identifica-infeccao-pelo-novo-coronavirus-em-15- Segundos/",model analyzes multiple computed tomography images lung patients potentially infected virus delivering diagnosis seconds traditional analysis takes minutes tool diagnosis monitoring treatment patients read -identifica infeccao pelo novo coronavirus em-15- segundos/
5,"O produto comercial Ethos faz a análise dos exames de imagem do paciente em minutos, produzindo um planejamento personalizado para o tratamento, que pode ser corrigido em tempo real conforme o tumor responde à terapia",2020-03-25T12:56:57+0000,228782997490446_1077877199247684,https://www.facebook.com/228782997490446/posts/1077877199247684/,18,,"The commercial Ethos product analyzes patient imaging in minutes, producing a personalized treatment plan that can be corrected in real-time as the tumor responds to therapy.",commercial ethos product analyzes patient imaging minutes producing personalized treatment plan corrected real time tumor responds therapy
48,"O algoritmo desenvolvido usa uma estrutura convolucional para extrair features das imagens de satélite, e assim contabilizar atributos como o número de faixas, e uma estrutura de grafo para conectar partes contíguas das vias, e assim predizer esses atributos em regiões oclusas das imagens",2020-02-10T18:15:05+0000,228782997490446_1044433749258696,https://www.facebook.com/228782997490446/posts/1044433749258696/,18,,"The developed algorithm uses a convolutional structure to extract features from satellite images, and thus account for attributes such as the number of lanes, and a graph structure to connect contiguous parts of the roads, and thus predict these attributes in occluded regions of the images.",developed algorithm uses convolutional structure extract features satellite images account attributes number lanes graph structure connect contiguous parts roads predict attributes occluded regions images
74,"A ferramenta, desenvolvida pela empresa Cinelytic, usa big data para determinar como fatores como elenco, distribuidor e data de lançamento impacta no rendimento de filmes lançados no cinema, disponibilizando rapidamente previsões sobre a viabilidade econômica dos projetos",2020-01-20T20:08:49+0000,228782997490446_1028686580833413,https://www.facebook.com/228782997490446/posts/1028686580833413/,17,,"The tool, developed by the company Cinelytic, uses big data to determine how factors such as cast, distributor and release date impact the performance of films released theatrically, quickly providing forecasts about the economic viability of projects.",tool developed company cinelytic uses big data determine factors cast distributor release date impact performance films released theatrically quickly providing forecasts economic viability projects
82,"A plataforma desenvolvida permite todo o planejamento da cirurgia usando inteligência artificial, entregando desde um roteiro operatório até implantes específicos ao paciente. Os dados pós-operatórios são integrados às informações já disponíveis para treinar modelos preditivos e assim corrigir o andamento do tratamento, se necessário, aumentando a eficiência final da operação",2020-01-13T14:14:33+0000,228782997490446_1022600041442067,https://www.facebook.com/228782997490446/posts/1022600041442067/,17,,"The developed platform allows all surgery planning using artificial intelligence, delivering from an operative script to patient-specific implants. Postoperative data are integrated with information already available to train predictive models and thus correct treatment progress, if necessary, increasing the final efficiency of the operation.",developed platform allows surgery planning artificial intelligence delivering operative script patient specific implants postoperative data integrated information available train predictive models correct treatment progress necessary increasing final efficiency operation
12,"O sistema, desenvolvido pela Universidade de Ciência e Tecnologia do país, entra numa fase de testes de um ano em duas províncias, e produz relatórios dos eventos sísmicos usando uma grande quantidade de dados em apenas dois segundos. Leia mais em: https://iaexpert.com.br/index.php/2020/03/13/china-comeca-a-usar-ia-para-prever-terremotos/",2020-03-13T16:45:36+0000,228782997490446_1068625173506220,https://www.facebook.com/228782997490446/posts/1068625173506220/,16,,"The system, developed by the country's University of Science and Technology, enters a year-long testing phase in two provinces, and produces seismic event reports using a large amount of data in just two seconds. Read more at: https://iaexpert.com.br/index.php/2020/03/13/china-comeca-a-usar-ia-para-prever-terremotos/",system developed country university science technology enters year long testing phase provinces produces seismic event reports large data seconds read -comeca usar ia para prever terremotos/
72,"O Virtual Visor usa reconhecimento facial para reconhecer a posição dos olhos do motorista, e um visor de LCD transparente montado no lugar do para-sol escure na porção exata para proteger os olhos, sem bloquear a vista do resto da estrada",2020-01-22T17:46:36+0000,228782997490446_1030091000692971,https://www.facebook.com/228782997490446/posts/1030091000692971/,16,,"The Virtual Visor uses facial recognition to recognize the driver's eye position, and a clear LCD display mounted in place of the sunshade darkens just the right portion to protect the eyes without blocking the view from the rest of the road.",virtual visor uses facial recognition recognize driver eye position clear lcd display mounted place sunshade darkens right portion protect eyes blocking view rest road
37,Algumas previsões para 2020!,2020-02-20T16:31:59+0000,228782997490446_1051873628514708,https://www.facebook.com/228782997490446/posts/1051873628514708/,16,,Some predictions for 2020!,predictions
47,"IA possibilita gerar mapas digitais detalhados usando imagens de satélite! O algoritmo desenvolvido usa uma estrutura convolucional para extrair features das imagens de satélite, e assim contabilizar atributos como o número de faixas, e uma estrutura de grafo para conectar partes contíguas das vias, e assim predizer esses atributos em regiões oclusas das imagens. Leia mais em: https://iaexpert.com.br/index.php/2020/02/10/ia-possibilita-gerar-mapas-digitais-detalhados-usando-imagens-de-satelite/ #inteligenciaartificial #inteligênciaartificial #ia #machinelearning #deeplearning #artificialintelligence #google #mapas #gps #jonesgranatyr #iaexpert",2020-02-10T18:18:49+0000,228782997490446_1044436132591791,https://www.facebook.com/iaexpert/photos/a.248923412143071/1044436132591791/?type=3,15,,"AI makes it possible to generate detailed digital maps using satellite imagery! The developed algorithm uses a convolutional structure to extract features from satellite images, and thus account for attributes such as the number of lanes, and a graph structure to connect contiguous parts of the roads, and thus predict these attributes in occluded regions of the images. Read more at: https://iaexpert.com.br/index.php/2020/02/10/ia-possibilita-gerar-mapas-digitais-detalhados-usando-imagens-de-satelite/ #inteligenciaartificial #inteligenciaartificial #ia #machinelearning #deeplearning #artificialintelligence #google #maps #gps #jonesgranatyr #iaexpert",ai makes possible generate detailed digital maps satellite imagery developed algorithm uses convolutional structure extract features satellite images account attributes number lanes graph structure connect contiguous parts roads predict attributes occluded regions images read -possibilita gerar mapas digitais detalhados usando imagens de satelite/ inteligenciaartificial inteligenciaartificial ia machinelearning deeplearning artificialintelligence google maps gps jonesgranatyr iaexpert
40,Nova IA!,2020-02-16T19:31:12+0000,228782997490446_1047840215584716,https://www.facebook.com/228782997490446/posts/1047840215584716/,15,,New AI!,new ai
10,Saiba mais sobre o Marco da Inteligência Artificial!,2020-03-15T21:03:04+0000,228782997490446_1067302536971817,https://www.facebook.com/228782997490446/posts/1067302536971817/,15,,Learn more about the Artificial Intelligence Framework!,learn artificial intelligence framework
2,"Neste segundo post da série como simular emoções em agentes, descrevo alguns robôs com recursos de última geração para simular esses sentimentos. Acredito que provavelmente você já tenhas visto algum deles, será? Clique nesse post e dá uma conferida. Leia mais em: https://iaexpert.com.br/index.php/2020/03/26/como-simular-emocoes-em-agentes-parte-ii/",2020-03-27T15:45:18+0000,228782997490446_1079568139078590,https://www.facebook.com/228782997490446/posts/1079568139078590/,14,,"In this second post in the series on how to simulate emotions in agents, I describe some robots with state-of-the-art resources to simulate these feelings. I believe you've probably seen one of them, have you? Click on this post and check it out. Read more at: https://iaexpert.com.br/index.php/2020/03/26/como-simular-emocoes-em-agentes-parte-ii/",second post series simulate emotions agents describe robots state art resources simulate feelings believe probably seen click post check read -simular emocoes em agentes parte ii/
4,"Planejamento de tratamento por radioterapia agora leva minutos ao invés de dias, graças à inteligência artificial! O produto comercial Ethos faz a análise dos exames de imagem do paciente em minutos, produzindo um planejamento personalizado para o tratamento, que pode ser corrigido em tempo real conforme o tumor responde à terapia. Leia mais em: https://iaexpert.com.br/index.php/2020/03/23/planejamento-de-tratamento-por-radioterapia-agora-leva-minutos-ao-inves-de-dias-gracas-a-inteligencia-artificial/",2020-03-25T12:58:23+0000,228782997490446_1077878812580856,https://www.facebook.com/228782997490446/posts/1077878812580856/,14,,"Radiotherapy treatment planning now takes minutes instead of days, thanks to artificial intelligence! The commercial Ethos product analyzes patient imaging in minutes, producing a personalized treatment plan that can be corrected in real-time as the tumor responds to therapy. Read more at: https://iaexpert.com.br/index.php/2020/03/23/planejamento-de-tratamento-por-radioterapia-agora-leva-minutos-ao-inves-de-dias-gracas- a-artificial-intelligence/",radiotherapy treatment planning takes minutes instead days thanks artificial intelligence commercial ethos product analyzes patient imaging minutes producing personalized treatment plan corrected real time tumor responds therapy read -de tratamento por radioterapia agora leva minutos ao inves de dias gracas- artificial intelligence/
8,Primeiro navio autônomo deve atravessar o Oceano Atlântico em setembro! Leia mais em: https://iaexpert.com.br/index.php/2020/03/18/primeiro-navio-autonomo-deve-atravessar-o-oceano-atlantico-em-setembro/,2020-03-19T16:09:31+0000,228782997490446_1073206196381451,https://www.facebook.com/228782997490446/posts/1073206196381451/,14,,First autonomous ship to cross the Atlantic Ocean in September! Read more at: https://iaexpert.com.br/index.php/2020/03/18/primeiro-navio-autonomo-deve-across-o-oceano-atlantico-em-setembro/,autonomous ship cross atlantic ocean september read -navio autonomo deve o oceano atlantico em setembro/
29,"Neste artigo apresento como o conceito de atenção é implementado na estrutura do transformer, quais são as principais etapas que envolvem uma tarefa do tipo seq2seq nessa estrutura, e por que os transformers têm desbancado mesmo as versões mais recentes de RNNs",2020-02-28T16:10:07+0000,228782997490446_1058177387884332,https://www.facebook.com/228782997490446/posts/1058177387884332/,12,,"In this article, I present how the concept of attention is implemented in the transformer structure, what are the main steps involved in a seq2seq task in this structure, and why transformers have displaced even the most recent versions of RNNs",article present concept attention implemented transformer structure main steps involved seq2seq task structure transformers displaced recent versions rnns
3,"O sistema foi treinado com vários dados ambientais históricos, sendo capaz de determinar a importância relativa de cada um desses fatores nos níveis de poluição imediatamente posteriores. A ferramenta será usada para tornar viável o mercado de carbono. Leia mais em: https://iaexpert.com.br/index.php/2020/03/25/ia-preve-niveis-de-poluicao-do-ar-para-viabilizar-o-mercado-de-carbono/",2020-03-26T23:16:59+0000,228782997490446_1079041309131273,https://www.facebook.com/228782997490446/posts/1079041309131273/,12,,"The system was trained with various historical environmental data, being able to determine the relative importance of each of these factors in the immediately subsequent pollution levels. The tool will be used to make the carbon market viable. Read more at: https://iaexpert.com.br/index.php/2020/03/25/ia-preve-niveis-de-poluicao-do-ar-para-viabilizar-o-mercado-de-carbono/",system trained historical environmental data able determine relative importance factors immediately subsequent pollution levels tool carbon market viable read -preve niveis de poluicao ar para viabilizar o mercado de carbono/
62,"""No momento em que uma chamada é feita pelo aplicativo, o sistema vasculha padrões de comportamento que estão associados a incidentes, como histórico do usuário, modo de pagamento e horário da corrida. Por exemplo, o sistema entende que um passageiro que acabou de baixar o app da 99 e solicita uma corrida em dinheiro durante a madrugada pode representar uma chamada de risco""",2020-01-30T20:18:38+0000,228782997490446_1036163826752355,https://www.facebook.com/228782997490446/posts/1036163826752355/,12,,"""The moment a call is made through the app, the system scans for patterns of behavior that are associated with incidents, such as user history, payment method and ride time. For example, the system understands that a passenger who has just downloaded the 99 app and requests a cash run during the night could represent a risky call""",moment app system scans patterns behavior associated incidents user history payment method ride time example system understands passenger downloaded app requests cash run night represent risky
73,Google está preocupado com o uso da Inteligência Artificial!,2020-01-21T11:36:22+0000,228782997490446_1029112104124194,https://www.facebook.com/228782997490446/posts/1029112104124194/,12,,Google is concerned about the use of Artificial Intelligence!,google concerned use artificial intelligence
0,IA permite definir as condições de síntese para a geração de novos micromateriais! Leia mais em: https://iaexpert.com.br/index.php/2020/03/30/ia-permite-definir-as-condicoes-de-sintese-para-a-geracao-de-novos-micromateriais/,2020-03-30T18:48:47+0000,228782997490446_1082022918833112,https://www.facebook.com/228782997490446/posts/1082022918833112/,11,,AI allows you to define the synthesis conditions for the generation of new micromaterials! Read more at: https://iaexpert.com.br/index.php/2020/03/30/ia-permite-definir-as-condicoes-de-sintese-para-a-geracao-de-novos-micromateriais/,ai allows define synthesis conditions generation new micromaterials read -permite definir condicoes de sintese para geracao de novos micromateriais/
15,Será que é possível um objeto como um agente robótico ter emoções? Leia este artigo e tire suas conclusões,2020-03-10T16:23:00+0000,228782997490446_1066396270395777,https://www.facebook.com/228782997490446/posts/1066396270395777/,10,,Is it possible for an object like a robotic agent to have emotions? Read this article and draw your conclusions,possible object like robotic agent emotions read article draw conclusions
7,"Como simular emoções em agentes, seja virtuais ou físicos? Este é o primeiro de vários posts onde pretendo levá-lo a uma jornada onde irei tentar fazer com que você, nobre leitor, consiga perceber e identificar que um simples movimento de um objeto pode fazer com que sintamos empatia por ele. E, com isso, acreditar que ele tenha sentimentos e emoções. Leia mais em: https://iaexpert.com.br/index.php/2020/03/19/como-simular-emocoes-em-agentes-parte-i/",2020-03-20T20:16:04+0000,228782997490446_1074136262955111,https://www.facebook.com/228782997490446/posts/1074136262955111/,10,,"How to simulate emotions in agents, whether virtual or physical? This is the first of several posts where I intend to take you on a journey where I will try to make you, noble reader, be able to perceive and identify that a simple movement of an object can make us feel empathy for it. And, with that, to believe that he has feelings and emotions. Read more at: https://iaexpert.com.br/index.php/2020/03/19/como-simular-emocoes-em-agentes-parte-i/",simulate emotions agents virtual physical posts intend journey try noble reader able perceive identify simple movement object feel empathy believe feelings emotions read -simular emocoes em agentes parte i/
6,"IA classifica agudez de dor lombar a partir de anotações médicas em texto corrido! Como os relatórios médicos tradicionais não fazem a distinção entre a agudez do quadro, os autores treinaram uma rede neural convolucional para identificar o estado a partir de anotações clínicas em texto livre, atingindo precisão elevada! https://iaexpert.com.br/index.php/2020/03/20/ia-classifica-agudez-de-dor-lombar-a-partir-de-anotacoes-medicas-em-texto-corrido/",2020-03-23T14:38:07+0000,228782997490446_1076354916066579,https://www.facebook.com/228782997490446/posts/1076354916066579/,10,,"AI rates low back pain acuteness from medical notes in plain text! As traditional medical reports do not distinguish between the acuteness of the picture, the authors trained a convolutional neural network to identify the state from clinical notes in free text, achieving high accuracy! https://iaexpert.com.br/index.php/2020/03/20/ia-classifica-agudez-de-dor-lombar-a-partir-de-anotacoes-medicas-em-texto-corrido/",ai rates low pain acuteness medical notes plain text traditional medical reports distinguish acuteness picture authors trained convolutional neural network identify state clinical notes free text achieving high accuracy -classifica agudez de dor lombar partir de anotacoes medicas em texto corrido/
11,Outra empresa investindo em IA!,2020-03-14T23:02:10+0000,228782997490446_1067301860305218,https://www.facebook.com/228782997490446/posts/1067301860305218/,10,,Another company investing in AI!,company investing ai
